,nama,harga,deskripsi,detail,link gambar,link
54,BTS THE BIG HIT BOYS,"Rp.63,600 ","
          Pengaruh kebudayaan Korea, khususnya K-POP sedang mencapai puncak kepopuleran ni. Sebab, boyband kenamaan BTS- yang sering disebut Bangtan Boys oleh fans mereka, ARMY- menjadi grup K-POP pertama yang tampil di American Music Awards dan lagu-lagu hits mereka banyak yang merajai tangga lagu internasional, kayak Billboard Chart di Amerika Serikat. Kesuksesan mereka di kancah music internasional didukung oleh member yang solid, yaitu Jin, Suga, J-Hope, RM, Jimin, V, dan Jungkook. Ketujuh anggota boyband tersebut memiliki keunikan dan gaya mereka masing-masing. Contohnya adalah RM, sebagai seorang leader sekaligus rapper utama, dia sangat fasih bahasa Inggrisnya dengan nilai TOEIC 850.        ","{'Kategori': 'Hobi', 'Ketebalan': '140 hal Halaman', 'Dimensi': '13 x 15 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Nabila Zahwa Primasti ', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide76-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-the-big-hit-boys.html
55,SEVENTEEN  MY SHINING DIAMONDS,"Rp.71,600 ","
          SEUNG HEOL JEONGHAN JISOO JUNHUI SOONYOUNG WONWOO JIHOON MYEONGHO MINGYU SEOKMIN SEUNGKWAN HANSOL CHAN!! Jjakjjakjjakjjak!!

Tiga belas cowok-cowok besutan Pledis Entertainment ini bersahil mengentak pasar ,music dunia dengan lagunya yang unik dan khas. Mereka sudah terbukti bertalenta karena mereka memproduksi lagu mereka sendiri, mereka membuat koreografinya sendiri, dan mereka bersenang-senang dengan karya mereka dengan banyak cara.

Bagi Carat di mana pun berada, tiga belas cowok ganteng, tiga unit, dan satu grup adalah konstelasi pertama terbaik yang pernah ada di muka bumi ini.        ","{'Kategori': 'Hobi', 'Ketebalan': '200 hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Wooreum', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide77-cr-500x500.JPG,https://www.solusibuku.com/hobi/seventeen-my-shining-diamonds.html
56,WE ARE SM TOWN CITIZEN,"Rp.79,600 ","
          Siapa yang nggak kenal SM Entertainment? Agensi hiburan Korea yang terkenal karena artis-artisnya yang bertabur bintang seperti Siwon, Taeyeon, Sehun, dan banyak lagi artis yang bernaung di bawahnya. SM, yang terkenal karena metode pelatihan trainee-nya yang lama dan keras kini harus bersaing habis-habisan dengan agensi-agensi music Korea baru yang tentunya lebih kompetitif dan menantang.


Mulai dari zaman generasi pertama seperti H.O.T dan S.E.S, SM semakin kreatif melebarkan pangsa pasarnya dan sekaligus membuat tren yang tidak pernah terpikirkan oleh agensi lain di Korea. Terlepas dari masalah-masalah yang menyandungnya, SM terus berbenah dan terus memberikan penggemar kualitas musik dan hiburan.        ","{'Kategori': 'Hobi', 'Ketebalan': '228 Hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Karina Tyas Widyaningrum', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide78-cr-500x500.JPG,https://www.solusibuku.com/hobi/we-are-sm-town-citizen.html
57,NCT ZONE,"Rp.71,600 ","
          Adakah yang belum kenal sama dedek-dedek NCT? Ituloh boyband baru besutan SM Entertainment yang konsepnya agak-agak membingungkan buat para Kpop-ers yang lebih suka model boyband format biasanya. Di luar pro dan kontra yang ada, NCT berusaha untuk menyuguhkan yang terbaik yang mereka bisa. Mereka berencana merambah pasar-pasar music Asia Tenggara termasuk Indonesia pada saatnya nanti.
Terdiri dari anggota-anggota multinasional, membuktikan bahwa perbedaan Bahasa dan kewarganegaraan bukan sebuah masalah yang signifikan untuk menjadi boyband papan atas yang sedang naik dain di tahun ini. Mereka ingin membuktikan bahwa di dalam NCT ZONE, music membuat mereka satu.        ","{'Kategori': 'Hobi', 'Ketebalan': '220 Hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Wooreum', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide79-cr-500x500.JPG,https://www.solusibuku.com/hobi/nct-zone.html
58,BLACKPINK FOREVER MINE,"Rp.71,600 ","
          Black Pink, sebuah girlgroup besutan YG Entertainment, akhir-akhir ini naik daun dan merajai tangga lagu di seluruh dunia, plus berkesempatan untuk duet bareng Dua Lipa dengan lagunya “Kiss and Make Up”. Gaya music dan vokalisasi satu sama lain sehingga tercipta kombinasi yang pas dan sekaligus unik. Belum lagi, yang paling terlihat bagi para Blink adalah, gaya fashion mereka yang unik dan aneh tapi masih tetap mempertahankan karisma masing-masing membernya.
Yuk intip bare%MCEPASTEBIN%ng-bareng sepak terjang masing-masing member Black Pink dan bagaimana karakter masing-masing membernya. Apa makanan yang mereka sukai, apa bahasa keseharian mereka yang sering mereka gunakan.
Black Pink is the revolution!!
Jisoo, Jennie, Rose, dan Lisa, Forever Mine!!!        ","{'Kategori': 'Hobi', 'Ketebalan': '202 Hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Summer Chu', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide80-cr-500x500.JPG,https://www.solusibuku.com/hobi/blackpink-forever-mine.html
59,IKON KING OF THE YOUTH,"Rp.71,600 ","
          Juggetda, tto eogim eobsi,
neoui heunjeogi,
nama nal goerobhinda,
juggetda nam daehadeusi,
doraseotneunde, wae naneun weroulkka

Siapa hayo yang nggak kenal tujuh oppa ganteng dari YG Entertainment ini? Hanbin, Bobby, Jinhwan, Song, Jun-e, Chanwoo, Donghyuk, ah semuanya keren dan ok punya..

Ikon hari ini sudah semakin terkenal dengan lagu terbarunya, I’m OK. Nggak sabarlah kita nunggu lagu-lagu selanjutnya dari boyband “King of Youth” ini.        ","{'Kategori': 'Hobi', 'Ketebalan': '192 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Summer Chu', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide81-cr-500x500.JPG,https://www.solusibuku.com/hobi/ikon-king-of-the-youth.html
60,TWICE JUST FOR ONCE,"Rp.71,600 ","
          TWICE, One in a Million!!

Jihyo, Momo, Sana, Jeongyeon, Mina, Nayeon, Dahyun, Chaeyeong, Tzuyu. Forever TWICE!!

Cewek-cewek cantik besutan JYP Entertainment ini mulai dikenal di blantika music Korea dan dunia dengan lagunya, Like Ooh Ahh dan TT. Lagu-lagu yang dibawakan berirama cepat dengan frase-frase yang catchy dan mudah dinyanyikan kembali. Sudah terkenal di Korea, girlband ini juga melebarkan sayapnya di Jepang dengan Candy Pop dan BDZ. Cewek-cewek yang dihasilkan dari sebuah program pencarian bakat SIXTEEN ini akan terus meramaikan jagad musik K-Pop dengan music-musiknya yang popping dan cute di masa depan.

TWICE, Just for ONCE and Just for You!        ","{'Kategori': 'Hobi', 'Ketebalan': '220 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kang Eng Ga', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide82-cr-500x500.JPG,https://www.solusibuku.com/hobi/twice-just-for-once.html
61,9 IN 1 KPOP UNITED KPOP MAKES ONE,"Rp.118,800","
          9 K-Pop Idols in one place? It will bring you nine times the euphoria, nine times the addiction, and nine times your sense of belonging.

Stay seated and follow this journey to the ultimate experience of K-Pop. We, the K-Pop fans, united because of one, the music. So, together we are stronger! K-Pop makes one.        ","{'Kategori': 'Hobi', 'Ketebalan': '220 Halaman', 'Dimensi': '19 x 26 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide83-cr-500x500.JPG,https://www.solusibuku.com/hobi/9-in-1-kpop-united-kpop-makes-one.html
62,WANNA ONE FOREVER IN OUR HEART,"Rp.79,600 ","
          Yeongwonhi Wanna One!!
Yeongwonhi Wanna One!!
Yeongwonhi Wanna One!!
Forever Wanna One!!
Forever Wanna One!!

Kami adalah sebelas pria dari banyak agensi yang pernah bersama selama dua setengah tahun. Namun, the star is still bright, the memories still linger, and the legacy is yours to follow!        ","{'Kategori': 'Hobi', 'Ketebalan': '330 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide84-cr-500x500.JPG,https://www.solusibuku.com/hobi/wanna-one-forever-in-our-heart.html
63,BTS HEAT FEEL THE EUPHORIA AND GET FEVER,"Rp.79,600 ","
          Siapa yang nggak kenal tujuh pemuda anti peluru ini? KAyaknya hampir semua orang kenal deh sama oppa-oppa Jimin CS.

Tapi, tau nggak kalau sekarang ini lagi deman-demamnya orang suka sama BTS. Mulai dari Seokjin, Yoongi, Hoseok, Namjoon, Jimin, Taehyung, sampai dengan Jungkook, semuanya bikin kita terbakar dalam gelora ke-fangirl/fanboy-an kita sendiri yang bisa jadi belum sepenuhnya keluar dari dalam jiwa kita.

So, mari kita panaskan jiwa ARMY kita!!

        ","{'Kategori': 'Hobi', 'Ketebalan': '176 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide85-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-heat-feel-the-euphoria-and-get-fever.html
64,BLACKPINK KILLING YOU SOFTLY,"Rp.111,600","
          In your expressionless face
That’s getting more and more dull
I whisper to the mirror,
Let’s slowly let this go
You take me for granted
But that’s you
But still, stay, stay, stay with me        ","{'Kategori': 'Hobi', 'Ketebalan': '224 Halaman', 'Dimensi': '18 X 18 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide86-cr-500x500.JPG,https://www.solusibuku.com/hobi/blackpink-killing-you-softly.html
65,EXO DAEBAK,"Rp.39,600 ","
          DO

KAI

LAY

CHEN

SUHO

SEHUN

XIUMIN

BAEKHYUN

CHANYEOL

 

PEOPLE COME AND PEOPLE GO, YOU AND I STANDING STILL IN THIS WORLD

SLOWLY GROWING USED, TO OUR DULLED FEELINGS        ","{'Kategori': 'Hobi', 'Ketebalan': '202 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Ayuzawa', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide87-cr-500x500.JPG,https://www.solusibuku.com/hobi/exo-daebak.html
66,BTS DAEBAK,"Rp.79,600 ","
          V
RM
JIN
SUGA
JIMIN
J-HOPE
JUNGKOK

LOVE IS NOTHING STRONGER, THAN A BOY WITH LUV
LOVE IS NOTHING STRONGER, THAN A BOY WITH LUV        ","{'Kategori': 'Hobi', 'Ketebalan': '248 Halaman', 'Dimensi': '16 x 24 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide88-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-daebak.html
67,BTS THIS UNOFFICIAL BOOK DEDICATED TO ARMY,"Rp.103,600","
          안녕하세요 여러분~!!! Apakah kalian penasaran dengan isi buku unofficial BTS yang satu ini? Buku ini berisi semua hal tentang BTS lho! Mulai dari Fakta BTS, Diskografi BTS, Konser & Tour BTS, BTS Lyrics with Fanchant Guide, BTS Variety Shows, tempat-tempat yang pernah dikunjungi BTS, Diet ala BTS, Perfume & Skin Care ala BTS, Fashion ala BTS, BTS Ideal Type, hingga buku-buku yang menginspirasi BTS dalam musiknya. Eittsss… Tunggu dulu. Buku ini juga dilengkapi dengan bonus Poster dan juga Postcard yang cute abis! So, jangan sampai kehabisan buku ini ya ARMY        ","{'Kategori': 'Hobi', 'Ketebalan': '240 Halaman', 'Dimensi': '16 x 24 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Youra Kim', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide89-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-this-unofficial-book-dedicated-to-army.html
68,UNOFFICIAL BOOK X1 THE JOURNEY OF 11 BOYS TO BECOME ONE,"Rp.79,600 ","
          Ini kisah perjuangan sebelas anak muda mewujudkan mimpinya melenggang ke pentas debut sebagai grup idola masa kini yang multitalenta. Dibentuk dan ditempa oleh tim Produce X 101, akhirnya X1 debut di akhir bulan Agustus 2019. Pemilihan member juga tidak melulu melihat visual saja, namun juga kemampuan masing-masing member dalam vocal, tarian, dan rap. X1 Jjang! X1 Saranghae!

 

YOHAN-WOOSEOK-SEUNGWOO-HYUNGJUN-SEUNGYOUN-DONGPYO-HANGYUL-DOHYUN-JUNHO-MINHEE-EUNSANG        ","{'Kategori': 'Hobi', 'Ketebalan': '184 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide90-cr-500x500.JPG,https://www.solusibuku.com/hobi/unofficial-book-x1-the-journey-of-11-boys-to-become-one.html
69,UNOFFICIAL BOOK OF BTS & BLACKPINK DEDICATED TO ARMY & BLINK,"Rp.103,600","
          Annyeong ARMY dan BLINK dimana pun kamu berada! Kamu pasti penasaran kan kenapa BTS & Blackpink dijadikan satu buku seperti ini?! Supaya ARMY dan BLINK bisa mensupport idola kalian tanpa harus saling mengejek satu sama lain. Kenapa? Karena damai itu indah banget! Daripada saling ejek, mending kalian baca buku ini untuk saling mengetahui seperti apa dua K-Pop idol yang sama-sama lagi booming dan populer ini!

Buku ini berisi hal-hal seputar BTS & Blackpink mulai dari fakta unik, diskografi, award yang pernah dimenangkan, tour & concert, tempat-tempat yang pernah dikunjungi, gaya fashion, gaya make up dan rambut, tips diet, dan masih banyak lagi. So, tunggu apa lagi ARMY & BLINK! Buruan koleksi buku ini sebelum kehabisan! WE PURPLE U ©        ","{'Kategori': 'Hobi', 'Ketebalan': '224 Halaman', 'Dimensi': '19 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Youra Kim II', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide91-cr-500x500.JPG,https://www.solusibuku.com/hobi/unofficial-book-of-bts-dan-blackpink-dedicated-to-army-dan-blink.html
70,UNBOXING  UNOFFICIAL BTS PICTORIAL BOOKS,"Rp.127,600","
          Dream, though your beginnings maybe humble, may the end be prosperous.”

Bagikan        ","{'Kategori': 'Hobi', 'Ketebalan': '196 Halaman', 'Dimensi': '19 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Beatrice', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide92-cr-500x500.JPG,https://www.solusibuku.com/hobi/unboxing-unofficial-bts-pictorial-books.html
71,BLACKPINK QUIZ & PERSONALITY BOOK WHAT KIND OF BLINK ARE YOU,"Rp.55,600 ","
          BLACKPINK In Your Area! Annyeong Blink! Welcome to Blackpink Quiz & Personality Book! Di sini kamu bisa bermain seru-seruan dengan mengisi aneka kuis yang berhubungan dengan girlband yang beranggotakan Jennie, Jisoo, Rose, dan Lisa ini, Blink! Selain bisa mengenal karakter mereka, kamu juga bisa mengetahui seberapa dalam pengetahuanmu tentang masing-masing member. Disusun dengan model kuis psikologi, statusmu sebagai Blink juga akan diuji ketika menjawab berbagai pertanyaan yang mungkin di luar perkiraanmu, Blink! Selain kuis, kamu juga bisa bermain teka-teki asyik seputar Blackpink serta belajar memasak menu favorit mereka, nih! Seru kan? Makanya, tunggu apa lagi, Blink? Yuk, ajak teman sesama Blinkmu agar permainan jadi makin seru!        ","{'Kategori': 'Hobi', 'Ketebalan': '104 Halaman', 'Dimensi': '15 x 23 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Nurima Thama', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide93-cr-500x500.JPG,https://www.solusibuku.com/hobi/blackpink-quiz-dan-personality-book-what-kind-of-blink-are-you.html
72,BTS X TXT WE ARE DIFFERENT BUT TOGETHER,"Rp.95,600 ","
          Bagaimana ya kehidupan sehari-hari anggota BTS dan TXT selama berkarier di Big Hit Entertainment? Apa yang membuat TXT digadang-gadang akan sukses seperti para Hyung di BTS? Apakah pada tahun 2020 BTS akan vakum?

Temukan jawabannya di dalam buku ini. Sebab, buku ini hadir secara khusus bagi para ARMY dan MOA untuk memenuhi asupan Hallyu kalian, terutama yang menyangkut kehidupan para oppa BTS dan para dongsaeng TXT. Selain itu, kalian juga tak akan ketinggalan aegyo para artis multitalenta besutan Big Hit ini. Dengan tajuk BTS X TXT: We Are Different But Together, AYO kita saling menyayangi di tengah perbedaan ini.        ","{'Kategori': 'Hobi', 'Ketebalan': '200 Halaman', 'Dimensi': '19 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide94-cr-500x500.JPG,https://www.solusibuku.com/hobi/bts-x-txt-we-are-different-but-together.html
73,ROOFTOP ROMANCE,"Rp.63,600 ","
          Tujuan Rhea hanya satu ketika memutuskan pergi ke Korea: menemukan sang ayah lalu membawanya ke Jakarta. Namun, takdir justru membawa Rhea bertemu dengan Kim Taehyung, laki-laki yang tinggal di rooftop house yang berada di seberang rooftop house ayahnya. 
Bersama Taehyung dan kedua temannya, Rhea merasa diperlakukan sewajarnya. Rhea merasa menjadi remaja normal pada umumnya. Meskipun, Rhea tahu bahwa ia bukanlah remaja normal pada umumnya. 
Kebaikan Taehyung membuat Rhea merasakan sesuatu untuk laki-laki itu. Namun, saat perasaan Rhea mulai berkembang untuk Taehyung, muncul Nayeon, perempuan yang memiliki hubungan khusus dengan Taehyung. Kedekatan Taehyung dan Nayeon membuat Rhea mempertanyakan maksud dari perhatian yang diberikan Taehyung kepadanya. 
Mengapa Taehyung begitu perhatian kepada Rhea padahal laki-laki itu sudah memiliki Nayeon? 
Apa yang coba disembunyikan Rhea dari Taehyung? 
Dan, apakah Rhea berhasil menemukan ayahnya lalu kembali ke Jakarta?        ","{'Kategori': 'Hobi', 'Ketebalan': '384 hal Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Dhea Safira', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide95-cr-500x500.JPG,https://www.solusibuku.com/hobi/rooftop-romance.html
74,KETAWAKETIWI SAMA OPPAOPPA BTS,"Rp.39,600 ","
          RM : “Narti, kamu kok kayak mangga, sih?”
Sunarti : “Kok mangga sih, Bang?”
RM : “Iya, udah harum, manis lagi.”
Sunarti “ “Kyaaaaa, nikahi aku, Bang…”
RM : “Sini aku potong-potong.”
Sunarti : “Kita putus, Bang…”
---
V : “Apa bedanya kamu sama jam 9?”
Arifin : “Nggak tau.”
V : Kalau jam 9 itu kesiangan, kalua kamu kesayangan… icikiwiiir…”
Arifin : “Gue cowok, dodol!”        ","{'Kategori': 'Hobi', 'Ketebalan': '208 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Kim Beatrice', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide96-cr-500x500.JPG,https://www.solusibuku.com/hobi/ketawaketiwi-sama-oppaoppa-bts.html
75,KETAWAKETIWI SAMA OPPAOPPA EXO,"Rp.63,600 ","
          Pak Lay : “Ayo, anak-anak siapkan diri kalian untuk ulangan.”
Suho : “Wah, kok ulangan sih, Pak?”
Pak Lay : “Kenapa, kamu gak mau ulangan?”
Suho : “Karena sesuatu yang diulang itu, rasanya gak akan sama lagi.”
---
Sehun : “Bro, kamu tahu nggak bedanya sepatu sama daging?”
Suho : “Ayam buta juga tahu kalau sepatu sama daging itu beda! Sepatu kagak bisa dimakan, kalau daging bisa dimakan.”
Sehun : “Salah!”
Suho : “Terus yang bener apa?”
Sehun : “Kalau sepatu itu disemir, kalau daging disemur.. hahahaha…”        ","{'Kategori': 'Hobi', 'Ketebalan': '456 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cho Suingmin', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide97-cr-500x500.JPG,https://www.solusibuku.com/hobi/ketawaketiwi-sama-oppaoppa-exo.html
76,KETAWAKETIWI BARENG NOONANOONA BLACKPINK,"Rp.44,400 ","
          Lisa                    : “Mas ada kartu perdana nggak?”
Abang Konter : “Ada, mau yang apa mbak?”
Lisa                    : “Bagusnya apa ya mas?”
Abang konter  : “Tri gimana mbak?”
Lisa                    : “Ah nggak mau.”
Abang konter : “Kenapa mbak?”
Lisa                   : “Sinyalnya suka selingkuh.”
Abang konter : “Eksis aja gimana mbak?”
Lisa                   : “Kagak ah mas, songong pakai kartu itu.”
Abang konter : “Simpati aja deh kalau gitu mbak.”
Lisa                   : “Hidih, kagak tega saya mas. Melas.”
Abang konter: “Embak Maunya apa sehhh?” mulai esmoseh (cantik cantik kok dung* sieh. Ampunn gue. Mimpi apa semalem gue.) jadi mau beli yang mana mbak?”
Lisa                      : “Sorri mas saya nggak jadi beli.”

        ","{'Kategori': 'Hobi', 'Ketebalan': '202 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Fitri Yuliastuti', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide98-cr-500x500.JPG,https://www.solusibuku.com/hobi/ketawaketiwi-bareng-noonanoona-blackpink.html
77,THE MOON THE STAR AND OUR LOVE,"Rp.47,600 ","
          Dua pria tampan, Jang Taehyun dan Han Seokjin menjadi bintang kelas di Kyunghee University. Mereka sama-sama tampan dan menjadi bintang kelas. Seorang siswi bernama Jennie Park terlibat konflik dengan Taehyun. Deokjin merasa terepanggil untuk menyelamatkan Jennie dari intimidasi Taehyun. Sampai akhirnya, Seokjin jatuh cinta kepada Jennie.

Jika menunggu itu membosankan, apakah berpindah hati itu menyenagkan?        ","{'Kategori': 'Hobi', 'Ketebalan': '256 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Cha Mirae', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide99-cr-500x500.JPG,https://www.solusibuku.com/hobi/the-moon-the-star-and-our-love.html
78,ANA UHIBBUKA OPPA,"Rp.42,000 ","
          Aku adalah milik Allah. Kamu juga milik Allah. Hanya Allah sajalah yang membuat kita bisa saling memiliki.”

(Aisha)

 

“Aku akan selalu bersyukur karena pernah mencintaimu. Sekalipun kita tidak akan berjodoh, aku akan tetap bersyukur. Mengapa? Karena Tuhan berjanji bahwa jika kita bersyukur, maka nikmat kita akan selalu bertambah.”

(Seokjin)

 

“Cita-citaku kini telah berubah. Aku ingin selalu dekat dengan-Nya, dan selalu bahagia denganmu.”

(Alif)        ","{'Kategori': 'Hobi', 'Ketebalan': '288 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Anak Hebat Indonesia', 'Penulis': 'Diandra Kanaya', 'Berat': '300 gram', 'Product Tags': ' \nanak hebat indonesia\n\n'}",https://www.solusibuku.com/image/c/data/produk/2020/eksternal/anakhebat/Slide100-cr-500x500.JPG,https://www.solusibuku.com/hobi/ana-uhibbuka-oppa.html
