,nama,harga,deskripsi,detail,link
68,Kurt Cobain,"Rp.55,200 ","
Buku ini adalah kisah lengkap tentang Kurt Kobain, musisi legendaris da sosok yang berpengaruh di dunia. Buku ini memberikan gambaran lengkap dan utuh tentang Kurt Kobain mulai dari Riwayat hidu, karir musik, konflik, intrik, misteri kematian, serta segala hal yang berhubungan dengan pemimpin Band Nirvana tersebut.
","{'Kategori': 'Biografi', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '288 halaman', 'Dimensi': '21x14 cm', 'Bahasa': 'bahasa indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Penulis': 'Gilbert Chocky', 'Berat': '600 gram', 'Product Tags': ' \nbuku pengetahuan sosial\ngilbert chocky\npengetahuan sosial\nsecond hope\n\n'}",https://www.solusibuku.com/biografi/kurt-cobain.html
69,Bob Marley,"Rp.47,200 ","
Sudah lebih dari empat dekade sejak kematiannya, nama Bob Marley masih berkibar. Namanya melegenda sebagaimana John Lennon, Janis Joplin, Jim Morrison, Joe Strummer, Freddie Mercury, Michael Jackson, dan Kurt Cobain. Bob adalah musikus terbesar Jamaika dan salah satu yang terbesar di dunia. Album-albumnya terjual jutaan keping. Lagu-lagunya berkumandang pada setiap zaman. Bob sudah membawakan lagu-lagunya kepada ratusan juta penikmat musik di Asia, Eropa, dan Amerika Latin. Dia juga mendapat gelar King of Reggae. Bahkan dia berperan dalam memopulerkan dan menyebarkan gerakan Rastafari ke seluruh dunia. Namanya melekat dengan reggae dan Rastafari. *** Buku ini mengisahkan tentang sosok dan perjuangan Bob Marley yang sudah menghasilkan karya-karya yang jujur dan revolusioner. Kreativitasnya tersebut menginspirasi banyak orang.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '178', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/bob-marley.html
70,Jim Morrison,"Rp.47,200 ","
Hidup adalah anugerah yang sangat bernilai dari Tuhan. Setiap orang dapat menggunakan masa kehidupannya untuk mencapai impian dan kebahagiaan. Begitu juga dengan para musikus yang mendedikasikan hidup mereka demi menciptakan karya musik yang luar biasa. Karya-karya mereka dapat memiliki makna yang mendalam sehingga mereka menuntun para pendengarnya ke wilayah imajinatif yang tak pernah mereka bayangkan atau harapkan sebelumnya. Tidak semua musikus mampu bertahan lama dalam berkarya. Banyak musikus muda yang hebat tapi meninggalkan kehidupannya terlalu cepat. Salah satunya adalah Jim Morrison, vokalis band The Doors. Jim adalah symbol rock n' roll yang abadi. Dia sudah menghidupkan musik rock dunia sehingga gaung music tersebut tetap hidup sampai sekarang. The Doors menggabungkan musik rock dengan lirik-lirik lagu yang bernuansa gelap. Pada titik itulah Jim memberikan kontribusinya sehingga band tersebut menjadi salah satu band terbesar di dalam sejarah rock n' roll.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '160', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/jim-morrison.html
71,Axl Rose,"Rp.47,200 ","
Skena musik internasional pada tahun 1980-an dan 1990-an dikuasai oleh beberapa band rock yang hebat dan terkenal. Salah satunya adalah Guns N' Roses yang pernah mendapat julukan """"Band Paling Berbahaya di Dunia"""". Mereka adalah band yang membawa warna lain dalam genre rock karena menggabungkan punk, blues, thrash metal, dan rock n' roll. GNR dikenal sebagai band yang brutal, nakal, dan kasar. Tapi kadang-kadang mereka juga lucu, rentan, bahkan sensitif. Semua itu tampak dalam sikap para personelnya, terutama Axl Rose. Axl adalah orang yang sering bermasalah dengan apparat kepolisian. Dia pernah dipenjarakan ketika masih berusia remaja di Lafayette, Indiana. Setelah itu, dia pindah ke Los Angeles pada tahun 1982. Tiga tahun kemudian, dia dan kawan-kawannya mendirikan GNR yang lantas meraih kesuksesan dan menjalani kehidupan rockstar. *** Buku ini merupakan kisah lengkap Axl Rose sejak dia belum menjadi musikus rock yang kontroversial. Semua hal yang berkaitan dengan dirinya dikupas secara tuntas.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '156', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/axl-rose.html
72,Courtney Love,"Rp.47,200 ","
Courtney Love adalah legenda hidup skena rock Amerika Serikat dan dunia. Ia dikenal sebagai pendiri band rock alternatif Hole. Ia juga seorang aktris yang sudah membintangi banyak film dan pernah masuk nominasi Golden Globe Awards. Walaupun lama terlibat dalam ketergantungan pada narkoba, Courtney adalah seniman yang andal. Ia merupakan seorang penyanyi, penulis lagu, produser musik, produser film, dan aktris. *** Buku ini menceritakan perjalanan hidup Courtney dengan segala obsesi dan kontroversinya. Banyak kisah menarik yang terdapat di dalamnya, termasuk pengakuannya bahwa ia sebenarnya selalu menginginkan kedamaian dalam hidupnya dan enggan untuk selalu bergaya urakan.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '156', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/courtney-love.html
73,Dave Grohl,"Rp.47,200 ","
Dave memang memiliki sejarah yang besar dengan Nirvana. Dia adalah drummer band grunge legendaris tersebut pada tahun 1990—1994. Tapi dia juga memiliki kehormatan bersama Foo Fighters. Selain itu kehidupannya memang positif. Dia bukanlah tipe Rockstar yang kacau karena narkoba. Itulah sebab dia dikenal sebagai musikus yang baik dan tidak gila popularitas. *** Buku ini mengajak pembaca untuk memasuki kehidupan Dave Grohl. Dia layak menjadi contoh yang baik tentang dedikasi dan konsistensi terhadap kewajiban sebagai manusia untuk hidup mandiri. Dia juga menegaskan bahwa passion adalah segalanya. Dan musik adalah jiwanya.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '172', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/dave-grohl.html
74,Sid Vicious,"Rp.47,200 ","
Sid Vicious adalah salah satu sosok yang paling sensasional dan paling kontroversial di dunia rock. Namanya dicetak tebal dalam sejarah musik. Apalagi dia bergabung dengan Sex Pistols, sebuah band punk rock yang menjadi simbol pemberontakan dan kebebasan. Perjalanan hidup Sid dipenuhi dengan vandalisme, kekerasan, dan kekacauan. Namun tidak sedikit orang yang justru memujanya bahkan sesudah dia meninggal dunia pada tahun 1979. Sid lahir sebagai anak tunggal dari seorang ibu yang mencandu narkoba. Ayahnya sudah meninggalkannya sejak dia masih kanak-kanak. Lantas dia menemukan kebahagiaannya sendiri di dalam skena punk di London, Inggris. Sejak itulah dia semakin tenggelam dalam gaya hidup penuh kebebasan.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '140', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/sid-vicious.html
75,John Lennon,"Rp.47,200 ","
Bersama The Beatles, John Lennon berhasil mencetak banyak lagu hits dan mencapai popularitas tertinggi dalam dunia musik. Namun dia juga menjadi kontroversi. Dia pernah berkata bahwa The Beatles lebih populer daripada Yesus Kristus. Pernyataan ini membuat band tersebut dicekal di radio-radio. Album-album mereka pun dibakar oleh orang-orang yang tidak menyukai pernyataan yang melukai kaum Kristiani tersebut. John akhirnya meminta maaf di hadapan publik walaupun dia mengakui bahwa pernyataan itu hanyalah kelakar. Perjalanan John Lennon bersama The Beatles berhenti pada tahun 1970. The Beatles bubar, dan John memilih untuk berkarier solo. Warga dunia lalu mengenalnya sebagai musisi sekaligus aktivis perdamaian. Dia mewujudkan pemikirannya perihal dunia yang damai melalui lagu-lagu semisal """"Give Peace a Chance"""" dan """"Imagine"""". Hingga saat ini kedua lagu tersebut menjadi simbol Gerakan perdamaian. *** Buku ini memotret kehidupan John Lennon selama 40 tahun sebelum akhirnya dia meninggal dunia akibat penembakan yang dilakukan oleh Mark David Chapman.
","{'Kategori': 'Biografi', 'Penyunting': 'Gilbert Chocky', 'Ketebalan': '148', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/john-lennon.html
76,Salvador Dali  I Am Surealism,"Rp.55,250 ","
Salvador Dali, dalam beberapa tahun terakhir """"dirayakan"""" kembali setelah wajahnya dijadikan topeng di serial La Casa de Papel atau Money Heist yang mendunia itu. Siapakah Salvador Dali? Mengapa sosoknya dijadikan ikon serial Money Heist, yang bahkan kini topeng dirinya ditemui di banyak aksi protes di berbagai belahan daerah? 
Kisah hidup Salvador Dali, sang pelopor aliran seni surealis ini coba dibahas di buku ini. Tak sekadar perjalanannya sebagai seniman dan pembahasan karya-karyaya, namun juga bagaimana masa kecilnya, kisah cintanya, relasi dan perseteruan dengan teman-temannya, hingga kaitannya dengan situasi politik saat ia hidup. Membaca kepingan-kepingan kisah Dali, persis seperti melihat karya-karyanya: nyentrik dan kontroversial. Salvador Dali I Am Surealism.
","{'Kategori': 'Biografi', 'Penyunting': 'Adelina Z. Rosa', 'Ketebalan': '213', 'Dimensi': '13 x 20 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Warning', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/salvador-dali-i-am-surealism.html
77,Frida Kahlo Viva La Vida,"Rp.55,250 ","
Sepanjang hidupnya, Frida Kahlo kerap bersinggungan dengan penderitaan. Namun dari situ dia mulai belajar melukis, menuangkan rasa sakit dan kisah hidupnya yang tragis dalam setiap goresan cat dengan warna-warna cerah dan berani. Sejak itu pula, dia mulai menubah karakter dirinya untuk memnarik perhatian. Dia tampil dengan pakaian Tehuana khas Meksiko, dengan perilaku sosial yang kerap kali memberontak. Frida menjadi salah satu seniman perempuan yang menjadi simbol budaya tanding hingga saat ini.
Buku ini menceritakan perjalanan hidup Frida yang singkat tetapi memberi banyak dampak. Bagaimana masa kecilnya yang penuh penderitaan, proses kreatifnya dalam berkarya, pengaruh pemikirannya, dan hubungannya dengan berbagai tokoh penting, hingga hubungan pribadinya dengan sang kekasih yang penuh gejolak politik.
","{'Kategori': 'Biografi', 'Penyunting': 'DT Jatmiko ', 'Ketebalan': '204', 'Dimensi': '14 x 21 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/frida-kahlo-viva-la-vida.html
78,Pramoedya Ananta Toer Yang Berumah Dalam Buku,"Rp.65,000","
Buku ini merupakan penyempurnaan dari Ideologi Saya Adalah Pramis: Sosok, Pikiran, dan Tindakan Pramoedya Ananta Toer yang terbit medio 2016.
Di sini Muhidin M Dahlan berusaha untuk menghadirkan Pramoedya dari dekat sekali. Dari sudut pandang yang paling intim dan kemput sehingga pembacanya seperti menyaksikan Pram duduk di kursi ruang makan, menyilangkan kaki, dan menghisap kretek untuk bersiap menceritakan kisah hidupnya.
Buku yang sedang Anda pegang berisi 50 catatan Muhidin tentang Pram. Membacanya membuat kita paham bahwa--bagi Pram--menulis adalah melawan. Dan, sebaik-baiknya perlawanan adalah dengan menjadi manusia merdeka.
Begitulah, melalui karya-karyanya, Pram membangun persepsi baru tentang Indonesia, Nusantara, dan yang terpenting tentang manusia merdeka. Bahwa Pramis yang dimaksud Muhidin merupakan paham (isme) untuk bergantung pada diri sendiri: merdeka dari manusia lain tak terkecuali dari Pram sendiri.
","{'Kategori': 'Biografi', 'Penyunting': 'Muhidin M. Dahlan', 'Ketebalan': '212', 'Dimensi': '14 x 20', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Warning', 'Berat': '300 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/pramoedya-ananta-toer-yang-berumah-dalam-buku.html
79,Buku Goresan Seorang Berandal Mohan Hazian Shira Media Free Sticker Pack,"Rp.99,000 ","
Goresan Seorang Berandal menjadi buku ketiga yang ditulis Mohan Hazian. Dia menegaskan, jika kamu mengharapkan cerita motivasi tentang memulai berdagang atau bagaimana cara membangun sebuah merek pakaian, jawabannya tidak ada di dalam buku ini. Sebab, buku ini ditulis saat hatinya gembira dan apa pun yang sedang ada di kepalanya. Bisa dibilang, kita akan mengenal Mohan dari membaca buku ini.
Dengan bahasa yang sangat quote-able, Mohan menggandeng Gindring Wasted untuk mengisi ilustrasi di dalam buku ini, sehingga buku ini semakin apik dan memanjakan mata. Keduanya menjadi paket komplet untuk menyadarkanmu tentang banyak hal, yang tentunya semua itu dikemas dengan narasi nampol-able.
#1
Aku selalu bekerja
lebih pagi
dan tidak langsung
membuka sosial media.
Karena di pagi hari belum
ada orang yang menyindirku,
atau menanyakan kapan aku
menikah, kapan akan punya anak.
Pagi hari aku memulai semuanya saat hatiku masih tersenyum dan belum ada yang melukainya.
","{'Kategori': 'Biografi', 'Ketebalan': ' 144 Hal', 'Dimensi': '14,5 x 18 x 1 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Shira Media', 'Berat': '500 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/buku-goresan-seorang-berandal-mohan-hazian-shira-media-free-sticker-pack.html
80,John Lennon Seri Musisi Dunia,"Rp.47,200 ","
Bersama The Beatles, John Lennon berhasil mencetak banyak lagu hits dan mencapai popularitas tertinggi dalam dunia musik. Namun dia juga menjadi kontroversi. Dia pernah berkata bahwa The Beatles lebih populer daripada Yesus Kristus. Pernyataan ini membuat band tersebut dicekal di radio-radio. Album-album mereka pun dibakar oleh orang-orang yang tidak menyukai pernyataan yang melukai kaum Kristiani tersebut. John akhirnya meminta maaf di hadapan publik walaupun dia mengakui bahwa pernyataan itu hanyalah kelakar. Perjalanan John Lennon bersama The Beatles berhenti pada tahun 1970. The Beatles bubar, dan John memilih untuk berkarier solo. Warga dunia lalu mengenalnya sebagai musisi sekaligus aktivis perdamaian. Dia mewujudkan pemikirannya perihal dunia yang damai melalui lagu-lagu semisal ""Give Peace a Chance"" dan ""Imagine"". Hingga saat ini kedua lagu tersebut menjadi simbol Gerakan perdamaian. 
Buku ini memotret kehidupan John Lennon selama 40 tahun sebelum akhirnya dia meninggal dunia akibat penembakan yang dilakukan oleh Mark David Chapman.
","{'Kategori': 'Biografi', 'Ketebalan': '148 hlm', 'Dimensi': '13 x 19', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/john-lennon-seri-musisi-dunia.html
81,Jimi Hendrix Seri Musisi Dunia,"Rp.47,200 ","
Jimi Hendrix adalah salah satu musikus paling berpengaruh di dunia. Ia merupakan seorang gitaris, penyanyi, dan penulis lagu. Jimi sudah ditahbiskan sebagai gitaris terbaik dalam sejarah musik rock n' roll. Ia adalah orang pertama yang mengenalkan feedback sound di dunia rock sehingga berkembang dan terus digunakan hingga sekarang. Jimi memainkan gitarnya dengan pola yang khas. Ia mengombinasikan rock n' roll, blues, dan funk. Ia juga sering tampil dengan gaya dan fesyen yang unik. Atraksi panggungnya bukan hanya menampilkan teknik bermain gitar tetapi juga sebuah paket show yang membius dan atraktif. Tidak heran jika dia menjadi inspirasi bagi para gitaris di mana pun.
","{'Kategori': 'Biografi', 'Ketebalan': '148', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/jimi-hendrix-seri-musisi-dunia.html
82,Eminem Seri Musisi Dunia,"Rp.47,200 ","
Eminem adalah seorang rapper, penulis lagu, aktor, dan produser rekaman. Namun, pria dengan nama asli Marshall Bruce Mathers III ini lebih dikenal sebagai salah satu rapper profesional paling sukses sepanjang masa. Dia mendapatkan posisi ke-83 dalam ""100 Greatest Artist of All Time"" versi majalah Rolling Stone. Siapa yang menyangka bahwa seorang laki-laki berambut pirang dan bermata biru dari Detorit, Michigan, Amerika Serikat mampu menguasai dunia hip-hop yang didominasi orang-orang kulit hitam. Namun, memang tidak mudah bagi Eminem untuk mendapatkannya. Dia akhirnya berhasil meruntuhkan keraguan banyak pihak yang sudah sejak lama menganggap musik rap hanya bisa dilakukan oleh orang-orang kulit hitam.
***
Buku ini akan menceritakan kisah Eminem sebelum memperoleh kehidupan gemerlap dengan uang dan popularitas.
","{'Kategori': 'Biografi', 'Ketebalan': '164', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/eminem-seri-musisi-dunia.html
83,Chester Bennington Seri Musisi Dunia,"Rp.47,200 ","
Tanggal 20 Juli 2017 menjadi hari paling menyedihkan bagi para penggemar band Linkin Park. Pada hari itu vokalis mereka, Chester Bennington, meninggal dunia dalam usia 41 tahun. Dia mengakhiri hidupnya dengan cara gantung diri. Kabar kematian Chester menghebohkan publik, terutama pencinta musik dan penggemar Linkin Park. Keluarga dan para sahabat dekatnya tidak menyangka dia melakukan bunuh diri. Bahkan rekannya, Mike Shinoda, merasa sangat terkejut. Semua kemarahan Chester tercermin dari gayanya dalam menyanyi. Dia menjadi ikon kemarahan, kecemasan, dan kegundahan anak muda era 2000-an. Lirik-liriknya menggambarkan kemarahan dan perasaan depresi yang dirasakan oleh banyak anak muda. Teriakannya adalah pelepasan dari amarah yang tertahan.
***
Selamat membaca kisah tentang seorang manusia yang hidupnya kelam. Semoga kita dapat mengambil pelajaran berharga dari Chester Bennington.
","{'Kategori': 'Biografi', 'Ketebalan': '14', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/chester-bennington-seri-musisi-dunia.html
84,Kurt Cobain Seri Musisi Dunia,"Rp.47,200 ","
Walaupun meninggal dunia di usia 27 tahun, Kurt mempunyai jejak menarik dan unik untuk diketahui oleh siapa pun. Dia lahir dari keluarga kelas pekerja, dibesarkan oleh kerasnya kehidupan, dan berjuang mempertahankan diri di tengah impitan lingkungan yang tidak disukainya. Kurt adalah pribadi yang kompleks. Terlampau banyak kekecewaan yang dia alami: perceraian kedua orang tuanya, industri rekaman yang penuh intrik, dunia hiburan yang penuh tipuan, juga heroin yang memperbudaknya bertahun-tahun.
***
Buku ini memberikan gambaran lengkap dan utuh tentang Kurt Cobain. Anda akan diajak menelusuri kehidupannya secara total. Jauh sebelum semua orang di semua negara mengenal sosoknya, Kurt sudah memiliki potensi dan kekhasan yang berbeda dengan orang lain. Dia sangat berbakat di bidang musik, mampu membuat karya seni rupa yang baik, dan punya kecerdasan intelektual yang mumpuni.
","{'Kategori': 'Biografi', 'Ketebalan': '164', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/kurt-cobain-seri-musisi-dunia.html
85,Bob Marley Seri Musisi Dunia,"Rp.47,200 ","
Sudah lebih dari empat dekade sejak kematiannya, nama Bob Marley masih berkibar. Namanya melegenda sebagaimana John Lennon, Janis Joplin, Jim Morrison, Joe Strummer, Freddie Mercury, Michael Jackson, dan Kurt Cobain. Bob adalah musikus terbesar Jamaika dan salah satu yang terbesar di dunia. Album-albumnya terjual jutaan keping. Lagu-lagunya berkumandang pada setiap zaman. Bob sudah membawakan lagu-lagunya kepada ratusan juta penikmat musik di Asia, Eropa, dan Amerika Latin. Dia juga mendapat gelar King of Reggae. Bahkan dia berperan dalam memopulerkan dan menyebarkan gerakan Rastafari ke seluruh dunia. Namanya melekat dengan reggae dan Rastafari.
***
Buku ini mengisahkan tentang sosok dan perjuangan Bob Marley yang sudah menghasilkan karya-karya yang jujur dan revolusioner. Kreativitasnya tersebut menginspirasi banyak orang.
","{'Kategori': 'Biografi', 'Ketebalan': '172', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/bob-marley-seri-musisi-dunia.html
86,Jim Morrison Seri Musisi Dunia,"Rp.47,200 ","
Hidup adalah anugerah yang sangat bernilai dari Tuhan. Setiap orang dapat menggunakan masa kehidupannya untuk mencapai impian dan kebahagiaan. Begitu juga dengan para musikus yang mendedikasikan hidup mereka demi menciptakan karya musik yang luar biasa. Karya-karya mereka dapat memiliki makna yang mendalam sehingga mereka menuntun para pendengarnya ke wilayah imajinatif yang tak pernah mereka bayangkan atau harapkan sebelumnya. Tidak semua musikus mampu bertahan lama dalam berkarya. Banyak musikus muda yang hebat tapi meninggalkan kehidupannya terlalu cepat. Salah satunya adalah Jim Morrison, vokalis band The Doors. Jim adalah symbol rock n' roll yang abadi. Dia sudah menghidupkan musik rock dunia sehingga gaung music tersebut tetap hidup sampai sekarang. The Doors menggabungkan musik rock dengan lirik-lirik lagu yang bernuansa gelap. Pada titik itulah Jim memberikan kontribusinya sehingga band tersebut menjadi salah satu band terbesar di dalam sejarah rock n' roll.
","{'Kategori': 'Biografi', 'Ketebalan': '160', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/jim-morrison-seri-musisi-dunia.html
87,Axl Rose Seri Musisi Dunia,"Rp.47,200 ","
Skema musik internasional pada tahun 1980-an dan 1990-an dikuasai oleh beberapa band rock yang hebat dan terkenal. Salah satunya adalah Guns N' Roses yang pernah mendapat julukan ""Band Paling Berbahaya di Dunia"". Mereka adalah band yang membawa warna lain dalam
genre rock karena menggabungkan punk, blues, thrash metal, dan rock n' roll. GNR dikenal sebagai band yang brutal, nakal, dan kasar. Tapi kadang-kadang mereka juga lucu, rentan, bahkan sensitif. Semua itu tampak dalam sikap para personelnya, terutama Axl Rose. Axl adalah orang yang sering bermasalah dengan apparat kepolisian. Dia pernah dipenjarakan ketika masih berusia remaja di Lafayette, Indiana. Setelah itu, dia pindah ke Los Angeles pada tahun 1982. Tiga tahun kemudian, dia dan kawan-kawannya mendirikan GNR yang lantas meraih kesuksesan dan menjalani kehidupan rockstar.
***
Buku ini merupakan kisah lengkap Axl Rose sejak dia belum menjadi musikus rock yang kontroversial. Semua hal yang berkaitan dengan dirinya dikupas secara tuntas.
","{'Kategori': 'Biografi', 'Ketebalan': '156', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/axl-rose-seri-musisi-dunia.html
88,Courtney Love Seri Musisi Dunia,"Rp.47,200 ","
Courtney Love adalah legenda hidup skena rock Amerika Serikat dan dunia. Ia dikenal sebagai pendiri band rock alternatif Hole. Ia juga seorang aktris yang sudah membintangi
banyak film dan pernah masuk nominasi Golden Globe Awards. Walaupun lama terlibat dalam ketergantungan pada narkoba, Courtney adalah seniman yang andal. Ia merupakan seorang penyanyi, penulis lagu, produser musik, produser film, dan aktris.
***
Buku ini menceritakan perjalanan hidup Courtney dengan segala obsesi dan kontroversinya. Banyak kisah menarik yang terdapat di dalamnya, termasuk pengakuannya bahwa ia sebenarnya selalu menginginkan kedamaian dalam hidupnya dan enggan untuk selalu bergaya urakan.
","{'Kategori': 'Biografi', 'Ketebalan': '156', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/courtney-love-seri-musisi-dunia.html
89,Dave Grohl Seri Musisi Dunia,"Rp.47,200 ","
Dave memang memiliki sejarah yang besar dengan Nirvana. Dia adalah drummer band grunge legendaris tersebut pada tahun 1990—1994. Tapi dia juga memiliki kehormatan bersama Foo Fighters. Selain itu kehidupannya memang positif. Dia bukanlah tipe Rockstar yang kacau karena narkoba. Itulah sebab dia dikenal sebagai musikus yang baik dan tidak gila popularitas.
***
Buku ini mengajak pembaca untuk memasuki kehidupan Dave Grohl. Dia layak menjadi contoh yang baik tentang dedikasi dan konsistensi terhadap kewajiban sebagai manusia untuk hidup mandiri. Dia juga menegaskan bahwa passion adalah segalanya. Dan musik adalah jiwanya.
","{'Kategori': 'Biografi', 'Ketebalan': '172', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Second Hope', 'Berat': '250 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/dave-grohl-seri-musisi-dunia.html
90,Semesta Murakami,"Rp.58,000","
Haruki Murakami, bukan hanya penulis Jepang paling eksperimental yang karya-karyanya telah diterjemahkan ke dalam berbagai bahasa, tetapi juga yang paling populer. Novel-novel terhebatnya menghuni zona liminal antara realisme dan fabel, cerita detektif dan fiksi ilmiah: Hard-Boiled Wonderland and the End of the World, misalnya, menampilkan tokoh protagonis yang memiliki dua pikiran, dan The Wind-Up Bird Chronicle, karyanya yang mungkin paling terkenal di luar Jepang, diawali dengan sangat sederhana—pencarian seorang pria akan istrinya yang hilang—lalu secara perlahan bermutasi menjadi narasi hibrida yang sangat aneh. Semesta Murakami adalah semesta alegoris, dibangun dari simbol-simbol yang familiar—sumur yang kering, kota bawah tanah—tetapi makna dari simbol-simbol itu tetap hermetis hingga akhir novel. Utangnya kepada budaya populer (dan budaya pop Amerika, khususnya), mengatakan kepada kita bahwa tidak ada penulis yang sepenuhnya pribadi.
","{'Kategori': 'Biografi', 'Ketebalan': '155 hlm', 'Dimensi': '13 x 19', 'Bahasa': 'Indonesia', 'Stock': 'Tersedia', 'Berat': '200 gram', 'Product Tags': ''}",https://www.solusibuku.com/biografi/semesta-murakami.html
